plug_label,colony_id,time_point,category,treatment,bleach_treat,symbiont_treat,treat_tank,tank,Red,Green,Blue
942,E,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,25.817,26.529,12.594
331,C,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,28.019,30.047,13.592
672,D,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,23.43,23.935,12.421
137,A,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,19.65,19.82,8.875
303,B,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,32.72,35.405,16.37
207,B,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,35.077,40.51,17.792
773,D,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,18.82,19.04,8.533
20,A,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,17.718,16.287,6.859
845,E,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,21.509,20.775,9.5
686,D,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,26.655,28.45,14.309
923,E,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,20.288,18.613,9.029
783,D,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,22.648,23.779,11.274
209,B,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,30.802,34.487,16.591
940,E,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,19.521,18.035,8.754
1082,F,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,24.59,23.829,11.048
357,C,t03,Bleached,S_SD,Severe,SD,S_SD_3,3,24.613,25.389,12.897
600,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,23.999,23.836,10.314
852,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,22.24,21.145,10.465
932,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,31.28,30.088,14.745
853,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,27.301,27.106,13.748
604,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,39.74,42.834,16.824
440,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,28.934,30.58,14.394
1054,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,33.634,32.825,15.318
189,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,40.383,45.212,18.635
1207,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,22.595,20.295,9.458
666,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,25.996,27.377,11.847
613,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,39.827,41.557,18.679
66,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,23.651,23.684,9.221
256,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,30.345,31.497,13.667
605,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,35.193,37.134,16.769
28,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,25.331,26,11.317
108,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,21.747,21.555,7.846
473,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,18.21,16.692,7.087
1019,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,28.183,25.996,12.431
909,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,10.143,9.447,3.754
1222,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,26.818,26.983,15.329
288,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,35.568,37.4,18.133
466,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,23.699,25.067,10.777
18,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,24.524,25.258,11.355
148,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,21.836,22.554,9.533
161,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,18.151,17.375,7.485
827,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,25.364,23.347,13.146
1052,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,22.944,22.496,12.315
277,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,39.56,42.759,18.934
260,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_1,1,25.812,27.75,12.641
715,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,17.305,19.482,11.614
16,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,19.626,22.896,12.231
788,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,34.578,40.27,20.705
144,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,19.429,25.365,11.516
834,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,23.87,24.855,12.894
453,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,25.003,28.373,13.922
1187,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,26.702,29.491,15.627
112,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,19.459,22.648,10.221
841,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,26.195,27.737,14.542
714,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,28.99,34.429,16.48
511,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,22.582,26.651,12.292
1188,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,20.962,22.495,12.85
307,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,33.263,41.475,22.149
1020,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,24.532,26.161,13.96
894,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,23.714,25.352,14.161
824,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,21.876,21.931,9.714
859,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,21.4,22.523,12.251
967,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,19.465,20.185,10.205
548,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,28.189,34.613,17.096
127,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,25.133,28.52,15.331
38,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,20.298,24.689,12.459
892,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,17.926,19.148,11.049
921,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,21.359,22.093,12.373
546,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,22.306,25.329,13.177
210,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,31.309,38.309,18.755
559,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,30.981,38.242,20.105
1195,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,22.17,24.855,15.593
329,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,28.319,35.605,17.641
320,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,27.63,32.669,16.661
588,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,23.153,25.778,12.663
222,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,30.882,39.338,19.732
211,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_2,2,23.094,26.713,13.267
542,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,24.798,25.207,11.75
374,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,34.116,35.284,15.732
1184,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,25.475,25.947,11.378
478,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,33.422,34.324,15.256
1114,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,30.162,29.097,13.209
769,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,23.714,23.722,10.624
115,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,21.99,23.709,10.398
528,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,28.076,30.189,13.737
770,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,30.963,31.928,14.95
1043,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,34.413,34.42,17.027
205,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,45.499,48.743,21.407
272,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,34.558,36.942,16.99
407,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,28.005,30.924,12.415
86,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,19.855,20.9,8.219
319,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,33.911,36.271,16.909
1176,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,22.729,19.542,9.162
1075,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,24.092,23.235,9.857
754,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,29.275,30.511,14.584
221,B,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,35.687,42.423,17.962
781,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,23.148,23.295,12.124
1,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,17.944,17.888,7.973
939,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,20.514,19.089,9.803
765,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,34.764,36.056,18.691
914,E,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,23.35,21.22,11.645
98,A,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,20.71,22.291,9.776
378,C,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,25.139,25.836,12.009
1003,F,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,23.857,22.088,11.029
647,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,23.891,24.434,11.367
744,D,t03,Bleached,S_SS8,Severe,SS8,S_SS8_3,3,21.749,22.006,11.151
122,A,t04,Control,C,Control,C,C_2,2,4.116,5.774,3.468
645,D,t04,Control,C,Control,C,C_2,2,3.965,5.853,3.609
1099,F,t04,Control,C,Control,C,C_2,2,3.004,4.15,3.275
732,D,t04,Control,C,Control,C,C_2,2,5.044,6.866,4.058
117,A,t04,Control,C,Control,C,C_2,2,3.217,4.736,3.196
1070,F,t04,Control,C,Control,C,C_2,2,2.976,3.861,3.381
966,E,t04,Control,C,Control,C,C_2,2,3.215,4.583,3.444
330,B,t04,Control,C,Control,C,C_2,2,4.64,7.061,4.069
1087,F,t04,Control,C,Control,C,C_2,2,2.776,3.637,3.224
886,E,t04,Control,C,Control,C,C_2,2,3.487,4.852,3.448
88,A,t04,Control,C,Control,C,C_2,2,3.453,5.194,3.454
682,D,t04,Control,C,Control,C,C_2,2,3.849,5.399,3.685
750,D,t04,Control,C,Control,C,C_2,2,5.882,8.503,4.718
237,B,t04,Control,C,Control,C,C_2,2,5.192,7.642,4.234
720,D,t04,Control,C,Control,C,C_2,2,4.265,6.081,3.663
1041,F,t04,Control,C,Control,C,C_2,2,2.909,3.898,3.289
777,D,t04,Control,C,Control,C,C_2,2,4.769,6.081,3.638
390,C,t04,Control,C,Control,C,C_2,2,3.292,4.933,3.557
85,A,t04,Control,C,Control,C,C_2,2,3.135,4.486,3.329
728,D,t04,Control,C,Control,C,C_2,2,4.105,6.203,3.756
669,D,t04,Control,C,Control,C,C_2,2,2.813,3.935,3.183
903,E,t04,Control,C,Control,C,C_2,2,2.866,3.989,3.218
76,A,t04,Control,C,Control,C,C_2,2,3.359,4.947,3.307
448,C,t04,Control,C,Control,C,C_2,2,3.767,5.534,3.817
1061,F,t04,Control,C,Control,C,C_2,2,3.187,4.157,3.26
1166,F,t04,Control,C,Control,C,C_2,2,2.994,4.116,3.314
177,B,t04,Control,C,Control,C,C_2,2,3.641,5.243,3.725
349,C,t04,Control,C,Control,C,C_2,2,3.022,4.632,3.499
408,C,t04,Control,C,Control,C,C_2,2,3.221,4.824,3.397
965,E,t04,Control,C,Control,C,C_2,2,3.294,4.549,3.315
1053,F,t04,Control,C,Control,C,C_2,2,3.093,3.95,3.287
53,A,t04,Control,C,Control,C,C_2,2,3.358,5.026,3.347
1039,F,t04,Control,C,Control,C,C_2,2,2.908,4.059,3.258
324,B,t04,Control,C,Control,C,C_2,2,3.576,5.308,3.614
487,C,t04,Control,C,Control,C,C_2,2,2.589,3.274,3.211
251,B,t04,Control,C,Control,C,C_2,2,3.811,5.822,3.584
830,E,t04,Control,C,Control,C,C_2,2,3.128,4.732,3.416
566,C,t04,Control,C,Control,C,C_2,2,3.731,4.974,3.279
33,A,t04,Control,C,Control,C,C_2,2,3.259,4.898,3.577
131,A,t04,Control,C,Control,C,C_2,2,2.687,3.552,3.201
461,C,t04,Control,C,Control,C,C_2,2,3.118,4.677,3.366
973,E,t04,Control,C,Control,C,C_2,2,3.179,4.564,3.347
501,C,t04,Control,C,Control,C,C_3,3,3.824,6.605,4.095
598,D,t04,Control,C,Control,C,C_3,3,4.267,5.584,3.423
97,A,t04,Control,C,Control,C,C_3,3,3.294,4.598,3.245
247,B,t04,Control,C,Control,C,C_3,3,5.791,8.268,4.508
809,D,t04,Control,C,Control,C,C_3,3,4.358,6.177,3.931
670,D,t04,Control,C,Control,C,C_3,3,4.211,5.81,3.751
314,B,t04,Control,C,Control,C,C_3,3,3.32,5.02,3.449
960,E,t04,Control,C,Control,C,C_3,3,3.102,4.39,3.385
1094,F,t04,Control,C,Control,C,C_3,3,3.036,4.042,3.413
94,A,t04,Control,C,Control,C,C_3,3,3.818,5.302,3.372
296,B,t04,Control,C,Control,C,C_3,3,3.055,4.431,3.158
91,A,t04,Control,C,Control,C,C_3,3,3.188,4.618,3.288
947,E,t04,Control,C,Control,C,C_3,3,3.391,4.763,3.611
310,B,t04,Control,C,Control,C,C_3,3,3.536,5.051,3.589
449,C,t04,Control,C,Control,C,C_3,3,2.613,3.296,3.234
69,A,t04,Control,C,Control,C,C_3,3,3.704,5.018,3.354
116,A,t04,Control,C,Control,C,C_3,3,3.082,4.424,3.286
373,C,t04,Control,C,Control,C,C_3,3,3.867,5.616,3.897
964,E,t04,Control,C,Control,C,C_3,3,3.809,4.956,3.564
915,E,t04,Control,C,Control,C,C_3,3,3.156,4.547,3.376
944,E,t04,Control,C,Control,C,C_3,3,3.057,4.138,3.419
354,C,t04,Control,C,Control,C,C_3,3,2.831,3.968,3.34
465,C,t04,Control,C,Control,C,C_3,3,3.485,5.394,3.708
105,A,t04,Control,C,Control,C,C_3,3,2.928,4.42,3.32
264,B,t04,Control,C,Control,C,C_3,3,4.193,5.792,3.71
402,C,t04,Control,C,Control,C,C_3,3,3.4,5.174,3.77
552,C,t04,Control,C,Control,C,C_3,3,2.795,3.999,3.322
856,E,t04,Control,C,Control,C,C_3,3,2.979,4.189,3.251
812,D,t04,Control,C,Control,C,C_3,3,4.512,6.615,4.118
106,A,t04,Control,C,Control,C,C_3,3,2.996,4.364,3.343
273,B,t04,Control,C,Control,C,C_3,3,5.134,7.847,4.35
125,A,t04,Control,C,Control,C,C_3,3,3.222,5.043,3.32
907,E,t04,Control,C,Control,C,C_3,3,3.521,4.778,3.398
1022,F,t04,Control,C,Control,C,C_3,3,3.306,4.531,3.633
974,E,t04,Control,C,Control,C,C_3,3,3.413,4.522,3.177
535,C,t04,Control,C,Control,C,C_3,3,3.4,5.323,3.558
1063,F,t04,Control,C,Control,C,C_3,3,3.242,4.631,3.289
110,A,t04,Control,C,Control,C,C_3,3,3.117,4.7,3.222
1036,F,t04,Control,C,Control,C,C_3,3,3.328,4.524,3.387
791,D,t04,Control,C,Control,C,C_3,3,3.698,5.196,3.554
816,D,t04,Control,C,Control,C,C_3,3,3.069,4.598,3.284
218,B,t04,Control,C,Control,C,C_3,3,4.245,6.035,3.831
764,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,21.227,19.135,9.822
200,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,19.706,17.148,7.862
878,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,21.002,16.967,8.34
56,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,20.24,17.11,6.711
1169,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,13.344,11.128,5.312
951,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,14.204,11.273,5.729
165,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,22.244,22.802,9.227
527,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,10.43,11.203,5.045
958,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,15.542,12.684,6.31
763,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,20.126,16.52,7.962
62,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,17.989,17.07,6.144
289,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,20.076,18.863,8.548
353,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.987,7.626,4.143
17,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,18.018,16.066,6.843
506,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,11.466,10.083,4.738
1065,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,11.551,8.837,4.118
615,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,20.125,16.225,7.243
325,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,19.268,16.788,7.607
284,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,16.246,15.306,6.95
891,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,11.757,10.388,5.246
456,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,9.545,9.84,4.542
1080,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,15.437,12.275,6.329
733,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,15.713,14.121,7.011
810,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,12.641,12.206,6.112
716,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,13.976,12.442,6.239
1047,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,13.442,10.555,5.334
463,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,12.924,11.645,5.471
213,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,19.337,18.211,7.714
906,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,14.935,12.964,6.596
55,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,15.417,13.593,5.275
643,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,18.484,15.219,7.493
168,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,18.411,15.727,7.095
201,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,18.271,17.235,8.095
413,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,15.322,12.246,5.768
64,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_1,1,11.97,11.768,5.078
219,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,18.327,16.157,6.798
24,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,20.274,15.457,6.096
172,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,22.663,19.896,7.39
642,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,20.668,17.017,8.135
814,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,20.927,18.058,7.975
145,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,22.646,18.288,7.518
267,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,35.073,31.884,12.579
197,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,21.901,18.696,7.151
128,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,18.434,13.897,5.246
291,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,19.295,16.509,7.727
1012,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,19.453,13.969,6.435
575,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,12.817,12.237,5.636
300,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,19.475,16.919,7.456
83,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,16.72,14.89,5.466
1034,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,15.209,11.968,6.157
888,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,10.664,8.708,4.442
971,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,19.577,14.484,6.836
1086,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,16.263,12.893,6.18
491,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,11.458,10.53,5.19
674,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,16.167,14.045,6.639
190,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,18.148,16.456,7.143
1116,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,14.749,11.074,5.62
1128,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,12.365,9.963,5.149
881,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,16.559,12.934,6.451
977,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,12.069,10.402,5.15
1138,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,12.831,10.41,4.783
143,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,16.816,13.55,6.063
772,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,16.061,13.571,7.08
149,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,17.294,13.922,6.004
445,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,14.489,11.899,5.588
905,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_2,2,14.359,12.613,6.213
937,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,12.702,11.139,5.679
581,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,20.357,15.899,6.992
268,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,22.518,17.719,7.305
1023,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,18.749,14.323,6.474
123,A,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,16.975,14.564,5.73
982,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,18.002,13.957,6.522
336,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,12.75,11.183,5.05
1158,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,9.599,8.097,4.369
519,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,14.035,11.988,5.733
730,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,16.727,13.132,6.07
590,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,14.349,11.812,5.593
269,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,20.058,15.414,6.243
525,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,14.788,12.18,5.705
899,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,19.507,14.759,7.219
1010,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,15.035,10.02,4.633
782,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,19.642,15.644,7.863
689,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,18.559,14.725,7.179
963,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,15.909,11.929,5.947
925,E,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,12.371,9.396,4.986
1133,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,13.614,10.647,5.312
263,B,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,17.453,15.899,6.584
1091,F,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,13.178,10.935,6.438
537,C,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,9.306,8.43,4.421
751,D,t04,Bleached,L_RIC,Low,RIC,L_RIC_3,3,18.077,14.365,7.933
981,E,t04,Bleached,L_SD,Low,SD,L_SD_1,1,25.094,22.611,10.001
1079,F,t04,Bleached,L_SD,Low,SD,L_SD_1,1,19.952,15.922,7.165
162,A,t04,Bleached,L_SD,Low,SD,L_SD_1,1,23.844,19.092,7.237
334,C,t04,Bleached,L_SD,Low,SD,L_SD_1,1,13.23,12.168,5.639
731,D,t04,Bleached,L_SD,Low,SD,L_SD_1,1,14.146,12.123,6.178
216,B,t04,Bleached,L_SD,Low,SD,L_SD_1,1,18.027,18.365,7.426
565,C,t04,Bleached,L_SD,Low,SD,L_SD_1,1,15.314,11.521,5.321
555,C,t04,Bleached,L_SD,Low,SD,L_SD_1,1,12.385,10.151,4.704
113,A,t04,Bleached,L_SD,Low,SD,L_SD_1,1,16.651,15.109,5.543
1016,F,t04,Bleached,L_SD,Low,SD,L_SD_1,1,12.919,9.982,4.633
72,A,t04,Bleached,L_SD,Low,SD,L_SD_1,1,21.695,21.968,7.444
338,C,t04,Bleached,L_SD,Low,SD,L_SD_1,1,15.279,15.176,6.684
21,A,t04,Bleached,L_SD,Low,SD,L_SD_1,1,17.422,14.066,5.331
956,E,t04,Bleached,L_SD,Low,SD,L_SD_1,1,10.719,10.127,5.183
1173,F,t04,Bleached,L_SD,Low,SD,L_SD_1,1,8.064,7.531,3.921
688,D,t04,Bleached,L_SD,Low,SD,L_SD_1,1,16.427,15.44,7.534
607,D,t04,Bleached,L_SD,Low,SD,L_SD_1,1,24.839,22.575,8.638
1164,F,t04,Bleached,L_SD,Low,SD,L_SD_1,1,8.104,7.207,3.679
1160,F,t04,Bleached,L_SD,Low,SD,L_SD_1,1,6.481,6.205,3.376
252,B,t04,Bleached,L_SD,Low,SD,L_SD_1,1,17.543,16.648,6.88
572,C,t04,Bleached,L_SD,Low,SD,L_SD_1,1,9.927,10.119,4.598
39,A,t04,Bleached,L_SD,Low,SD,L_SD_1,1,15.922,14.705,5.823
217,B,t04,Bleached,L_SD,Low,SD,L_SD_1,1,17.224,15.78,6.323
442,C,t04,Bleached,L_SD,Low,SD,L_SD_1,1,12.247,10.564,4.876
848,E,t04,Bleached,L_SD,Low,SD,L_SD_1,1,13.857,12.472,6.19
301,B,t04,Bleached,L_SD,Low,SD,L_SD_1,1,15.696,14.575,6.352
431,C,t04,Bleached,L_SD,Low,SD,L_SD_1,1,15.228,11.577,5.548
1015,F,t04,Bleached,L_SD,Low,SD,L_SD_1,1,10.614,9.036,4.652
280,B,t04,Bleached,L_SD,Low,SD,L_SD_1,1,17.627,17.096,7.145
87,A,t04,Bleached,L_SD,Low,SD,L_SD_1,1,19.092,18.791,7.376
493,C,t04,Bleached,L_SD,Low,SD,L_SD_2,2,15.273,15.403,7.204
276,B,t04,Bleached,L_SD,Low,SD,L_SD_2,2,16.817,18.228,8.279
883,E,t04,Bleached,L_SD,Low,SD,L_SD_2,2,12.973,13.947,7.203
243,B,t04,Bleached,L_SD,Low,SD,L_SD_2,2,17.183,18.662,7.974
1058,F,t04,Bleached,L_SD,Low,SD,L_SD_2,2,9.105,8.969,4.431
553,C,t04,Bleached,L_SD,Low,SD,L_SD_2,2,17.952,18.163,8.773
885,E,t04,Bleached,L_SD,Low,SD,L_SD_2,2,7.968,9.097,4.278
32,A,t04,Bleached,L_SD,Low,SD,L_SD_2,2,14.638,15.343,6.37
